,early_warning_idx,consistency_idx,leading_idx,lagging_idx,boom_idx,boom_idx_yoy,boom_idx_mom,confidence_idx,confidence_idx_yoy,confidence_idx_mom,cpi_month,interest_rate,growth_yoy,growth_acc,state_owned_yoy,state_owned_acc,private_yoy,private_acc,collective_yoy,collective_acc,stock_cooperate_yoy,stock_cooperate_acc,joint_stock_yoy,joint_stock_acc,foreign_yoy,foreign_acc
2016-10-24,68.0,94.3483870967742,99.91225806451612,89.88064516129032,112.58131868131868,12.581318681318681,2.742857142857143,112.68131868131869,12.68131868131868,2.7010989010989013,102.2483870967742,2.231,6.174193548387096,6.0,3.941935483870968,1.4225806451612903,6.5032258064516135,7.851612903225806,-4.245161290322581,-0.17096774193548386,6.774193548387096,6.474193548387097,6.651612903225806,6.9,5.393548387096774,4.374193548387097
2016-10-25,68.0,94.35483870967742,99.92322580645161,89.88806451612903,112.6054945054945,12.605494505494505,2.7285714285714286,112.7054945054945,12.705494505494505,2.687912087912088,102.25483870967741,2.238,6.17741935483871,6.0,3.974193548387097,1.432258064516129,6.490322580645161,7.84516129032258,-4.264516129032258,-0.18709677419354837,6.877419354838709,6.47741935483871,6.64516129032258,6.9,5.419354838709677,4.37741935483871
2016-10-26,68.0,94.36129032258064,99.9341935483871,89.89548387096774,112.62967032967033,12.62967032967033,2.7142857142857144,112.72967032967033,12.72967032967033,2.674725274725275,102.26129032258063,2.248,6.180645161290323,6.0,4.006451612903226,1.4419354838709677,6.47741935483871,7.838709677419355,-4.283870967741936,-0.20322580645161287,6.980645161290322,6.480645161290322,6.638709677419355,6.9,5.445161290322581,4.380645161290323
2016-10-27,68.0,94.36774193548388,99.94516129032257,89.90290322580645,112.65384615384615,12.653846153846153,2.7,112.75384615384615,12.753846153846155,2.661538461538462,102.26774193548387,2.254,6.183870967741935,6.0,4.038709677419355,1.4516129032258065,6.464516129032258,7.832258064516129,-4.303225806451613,-0.21935483870967737,7.083870967741936,6.483870967741936,6.632258064516129,6.9,5.470967741935484,4.383870967741935
2016-10-28,68.0,94.3741935483871,99.95612903225806,89.91032258064516,112.67802197802197,12.678021978021977,2.685714285714286,112.77802197802198,12.778021978021979,2.6483516483516487,102.27419354838709,2.254,6.187096774193549,6.0,4.070967741935484,1.4612903225806453,6.451612903225807,7.825806451612903,-4.322580645161291,-0.23548387096774193,7.187096774193548,6.487096774193549,6.6258064516129025,6.9,5.4967741935483865,4.387096774193549
2016-10-31,68.0,94.39354838709679,99.98903225806451,89.9325806451613,112.75054945054944,12.750549450549451,2.6428571428571432,112.85054945054945,12.850549450549451,2.608791208791209,102.29354838709678,2.253,6.1967741935483875,6.0,4.167741935483871,1.4903225806451612,6.412903225806452,7.806451612903226,-4.380645161290323,-0.2838709677419355,7.4967741935483865,6.496774193548387,6.606451612903226,6.9,5.574193548387097,4.396774193548388
2016-11-01,68.0,94.4,100.0,89.94,112.77472527472527,12.774725274725276,2.6285714285714286,112.87472527472528,12.874725274725275,2.5956043956043957,102.3,2.252,6.2,6.0,4.2,1.5,6.4,7.8,-4.4,-0.3,7.6,6.5,6.6,6.9,5.6,4.4
2016-11-02,68.09,94.37,99.994,89.98,112.7989010989011,12.7989010989011,2.6142857142857143,112.89890109890109,12.8989010989011,2.5824175824175826,102.29333333333334,2.2492,6.193333333333333,6.0,4.273333333333333,1.5166666666666666,6.36,7.79,-4.6433333333333335,-0.3333333333333333,7.466666666666666,6.49,6.596666666666667,6.9,5.586666666666666,4.403333333333333
2016-11-03,68.18,94.34,99.988,90.02,112.82307692307693,12.823076923076924,2.6,112.92307692307692,12.923076923076923,2.5692307692307694,102.28666666666666,2.245,6.1866666666666665,6.0,4.346666666666667,1.5333333333333334,6.32,7.78,-4.886666666666667,-0.36666666666666664,7.333333333333333,6.48,6.593333333333333,6.9,5.573333333333333,4.406666666666667
2016-11-04,68.27,94.31,99.982,90.06,112.84725274725275,12.847252747252748,2.585714285714286,112.94725274725275,12.947252747252747,2.5560439560439563,102.28,2.232,6.18,6.0,4.42,1.55,6.28,7.77,-5.13,-0.4,7.199999999999999,6.47,6.59,6.9,5.56,4.41
2016-11-07,68.54,94.22,99.964,90.17999999999999,112.91978021978022,12.91978021978022,2.542857142857143,113.01978021978022,13.01978021978022,2.5164835164835164,102.25999999999999,2.206,6.16,6.0,4.640000000000001,1.6,6.16,7.74,-5.86,-0.5,6.8,6.44,6.58,6.9,5.52,4.42
2016-11-08,68.63,94.19,99.958,90.22,112.94395604395605,12.943956043956044,2.5285714285714285,113.04395604395604,13.043956043956044,2.5032967032967033,102.25333333333333,2.187,6.153333333333333,6.0,4.713333333333334,1.6166666666666667,6.12,7.7299999999999995,-6.1033333333333335,-0.5333333333333333,6.666666666666666,6.43,6.576666666666666,6.9,5.506666666666667,4.423333333333334
2016-11-09,68.72,94.16000000000001,99.952,90.26,112.96813186813186,12.968131868131868,2.5142857142857142,113.06813186813187,13.068131868131868,2.49010989010989,102.24666666666667,2.182,6.1466666666666665,6.0,4.786666666666667,1.6333333333333333,6.08,7.72,-6.346666666666667,-0.5666666666666667,6.533333333333333,6.42,6.573333333333333,6.9,5.493333333333333,4.426666666666667
