,re,re1,re2,re3,re4,re5,中国:产量:纯碱,re期货持仓量:纯碱,re期货持仓量(活跃合约):纯碱,期货持仓量:纯碱,期货持仓量(活跃合约):纯碱,中国:开工率:纯碱,中国:固定资产投资完成额:累计同比,中国:固定资产投资完成额:制造业:累计同比,中国:规模以上工业增加值:金属制品业:累计同比,中国:规模以上工业增加值:金属制品业:当月同比,中国:规模以上工业增加值:通用设备制造业:当月同比,中国:规模以上工业增加值:通用设备制造业:累计同比,中国:规模以上工业增加值:专用设备制造业:当月同比,中国:规模以上工业增加值:专用设备制造业:累计同比,中国:产量:工业锅炉:当月同比,中国:产量:工业锅炉:累计同比,中国:产量:金属切削机床:累计同比,中国:产量:金属切削机床:当月同比,中国:产量:汽车:当月同比,中国:产量:汽车:累计同比,中国:PPI:全部工业品:当月同比,中国:PPI:全部工业品:累计同比,year_x,month_x,weekly,pred,pos,reMonth,asset,asset0
53,0.04847396768402157,0.06095238095238087,-0.01869158878504673,-0.020744356314826073,0.014860681114551078,-0.007375537799631182,55.0,0.1090367987797296,0.03241029535407236,401346.0,304528.0,78.52,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,12,103,-0.047919266,-1,-0.04847396768402157,-0.04847396768402157,0.04847396768402157
54,-0.013127853881278573,0.04847396768402157,0.06095238095238087,-0.01869158878504673,-0.020744356314826073,0.014860681114551078,52.65,-0.22864560753065932,-0.3985413492355383,309580.0,183161.0,75.17,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,12,104,0.0128029995,1,-0.013127853881278573,-0.06160182156530014,0.035346113802742996
55,-0.0080971659919028,-0.013127853881278573,0.04847396768402157,0.06095238095238087,-0.01869158878504673,-0.020744356314826073,46.95,-0.15560113702435563,-0.15913322159193277,261409.0,154014.0,66.26,2.6,-3.5,4.3,13.8,10.2,4.4,10.5,6.0,50.9,21.0,4.1,25.7,8.1,-2.7,-1.5,-2.0,2020,12,105,0.0073540197,1,-0.0080971659919028,-0.06969898755720294,0.027248947810840196
57,0.005830903790087438,-0.0080971659919028,-0.013127853881278573,0.04847396768402157,0.06095238095238087,-0.01869158878504673,49.38,-0.11129303122692791,0.14118197047021708,232316.0,175758.0,69.54,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,-0.4,-1.8,2021,1,106,0.009931868,1,0.005830903790087438,-0.0638680837671155,0.033079851600927634
58,0.012753623188405783,0.005830903790087438,-0.0080971659919028,-0.013127853881278573,0.04847396768402157,0.06095238095238087,51.6,0.09515487525611666,0.14341879174774408,254422.0,200965.0,72.66,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,-0.4,-1.8,2021,1,107,0.0035062553,1,0.012753623188405783,-0.05111446057870972,0.04583347478933342
59,0.011448196908986796,0.012753623188405783,0.005830903790087438,-0.0080971659919028,-0.013127853881278573,0.04847396768402157,53.19,-0.08781866348035938,-0.10744657029831062,232079.0,179372.0,74.89,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,-0.4,-1.8,2021,1,108,0.00086282776,1,0.011448196908986796,-0.03966626366972292,0.05728167169832021
60,-0.009620826259196358,0.011448196908986796,0.012753623188405783,0.005830903790087438,-0.0080971659919028,-0.013127853881278573,52.56,0.00932871996173712,-0.01172423789666166,234244.0,177269.0,74.42,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,0.3,0.3,2021,2,109,0.0074356394,1,-0.009620826259196358,-0.04928708992891928,0.047660845439123856
61,0.03314285714285714,-0.009620826259196358,0.011448196908986796,0.012753623188405783,0.005830903790087438,-0.0080971659919028,54.92,0.02114461843206228,0.021504041879854885,239197.0,181081.0,77.77,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,0.3,0.3,2021,2,110,0.0033533212,1,0.03314285714285714,-0.01614423278606214,0.080803702581981
62,0.11172566371681425,0.03314285714285714,-0.009620826259196358,0.011448196908986796,0.012753623188405783,0.005830903790087438,54.92,0.11073717479734269,0.09366526582026835,265685.0,198042.0,80.82,2.9,-2.2,5.2,13.0,11.1,5.1,8.7,6.3,13.4,-1.2,5.9,32.4,6.5,-1.4,0.3,0.3,2021,2,111,0.0069268006,1,0.11172566371681425,0.09558143093075211,0.19252936629879525
64,0.017910447761193993,0.11172566371681425,0.03314285714285714,-0.009620826259196358,0.011448196908986796,0.012753623188405783,58.48,0.15170220373750865,0.19409519192898483,305990.0,236481.0,82.82,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,1.0,2021,3,113,0.019915678,1,0.017910447761193993,0.1134918786919461,0.21043981405998924
65,0.025415444770283457,0.017910447761193993,0.11172566371681425,0.03314285714285714,-0.009620826259196358,0.011448196908986796,58.51,0.11728487859080361,-0.0031207581158739783,341878.0,235743.0,82.86,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,1.0,2021,3,114,0.037397105,1,0.025415444770283457,0.13890732346222956,0.2358552588302727
66,-0.011439466158245981,0.025415444770283457,0.017910447761193993,0.11172566371681425,0.03314285714285714,-0.009620826259196358,57.45,0.47168873106780773,0.43809996479216773,503138.0,339022.0,81.35,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,1.0,2021,3,115,0.09159691,1,-0.011439466158245981,0.12746785730398358,0.22441579267202671
67,-0.005785920925747368,-0.011439466158245981,0.025415444770283457,0.017910447761193993,0.11172566371681425,0.03314285714285714,58.5,0.11385743076452193,0.025346437694308888,560424.0,347615.0,82.5,35.0,37.3,59.5,13.0,11.1,62.4,8.7,59.2,13.4,59.0,85.4,32.4,6.5,89.9,1.7,1.0,2021,3,116,0.08892021,1,-0.005785920925747368,0.12168193637823621,0.21862987174627935
68,-0.07225994180407369,-0.005785920925747368,-0.011439466158245981,0.025415444770283457,0.017910447761193993,0.11172566371681425,59.82,0.017900732302685185,-0.05830013089193509,570456.0,327349.0,84.35,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,2.1,2021,4,117,0.06785776,1,-0.07225994180407369,0.04942199457416252,0.14636992994220566
69,-0.004704652378463181,-0.07225994180407369,-0.005785920925747368,-0.011439466158245981,0.025415444770283457,0.017910447761193993,58.43,-0.12801863772140187,-0.18597887881129926,497427.0,266469.0,82.23,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,2.1,2021,4,118,-0.03926856,-1,0.004704652378463181,0.0541266469526257,0.14166527756374248
70,0.00997899159663862,-0.004704652378463181,-0.07225994180407369,-0.005785920925747368,-0.011439466158245981,0.025415444770283457,59.3,-0.10261606225637132,-0.27064311420840703,446383.0,194351.0,83.63,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,2.1,2021,4,119,0.012571888,1,0.00997899159663862,0.06410563854926432,0.1516442691603811
71,0.08528341133645356,0.00997899159663862,-0.004704652378463181,-0.07225994180407369,-0.005785920925747368,-0.011439466158245981,58.54,-0.04232240027061962,0.46081059526320933,427491.0,283910.0,82.55,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,2.1,2021,4,120,0.0059119044,1,0.08528341133645356,0.14938904988571788,0.23692768049683466
72,0.035936751317680926,0.08528341133645356,0.00997899159663862,-0.004704652378463181,-0.07225994180407369,-0.005785920925747368,59.94,0.05166190633253098,0.2561551195801486,449576.0,356635.0,84.52,25.6,29.8,40.2,22.5,20.2,39.9,17.9,37.2,62.3,63.2,67.4,42.9,69.8,81.7,4.4,2.1,2021,4,121,0.0050906,1,0.035936751317680926,0.1853258012033988,0.2728644318145156
73,0.01803885291396856,0.035936751317680926,0.08528341133645356,0.00997899159663862,-0.004704652378463181,-0.07225994180407369,59.85,-0.05301662010427599,-0.024422729120809783,425741.0,347925.0,84.4,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,3.3,2021,5,122,-0.05294032,-1,-0.01803885291396856,0.16728694828943025,0.29090328472848415
74,-0.051794638800545245,0.01803885291396856,0.035936751317680926,0.08528341133645356,0.00997899159663862,-0.004704652378463181,59.59,0.0023206597438347742,-0.004440612200905414,426729.0,346380.0,83.98,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,3.3,2021,5,123,0.019384032,1,-0.051794638800545245,0.115492309488885,0.2391086459279389
75,0.04264494489698123,-0.051794638800545245,0.01803885291396856,0.035936751317680926,0.08528341133645356,0.00997899159663862,56.36,0.009012745794169108,-0.01994341474680983,430575.0,339472.0,79.91,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,3.3,2021,5,124,0.0076616844,1,0.04264494489698123,0.15813725438586623,0.28175359082492013
76,0.03170955882352944,0.04264494489698123,-0.051794638800545245,0.01803885291396856,0.035936751317680926,0.08528341133645356,57.29,0.32428496777564875,0.36763267662723287,570204.0,464273.0,81.23,19.9,23.8,33.9,21.0,14.9,31.6,10.2,28.2,19.1,32.2,57.7,37.2,6.8,53.4,6.8,3.3,2021,5,125,0.04963483,1,0.03170955882352944,0.18984681320939567,0.31346314964844957
77,-0.031180400890868598,0.03170955882352944,0.04264494489698123,-0.051794638800545245,0.01803885291396856,0.035936751317680926,56.77,-0.05767234182853853,-0.09004615818710116,537319.0,422467.0,80.49,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,4.4,2021,6,126,0.07246964,1,-0.031180400890868598,0.15866641231852707,0.28228274875758097
78,0.0045977011494253706,-0.031180400890868598,0.03170955882352944,0.04264494489698123,-0.051794638800545245,0.01803885291396856,56.29,-0.015467534183604137,-0.09705136732573194,529008.0,381466.0,79.33,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,4.4,2021,6,127,0.009669868,1,0.0045977011494253706,0.16326411346795244,0.28688044990700634
79,0.04485125858123573,0.0045977011494253706,-0.031180400890868598,0.03170955882352944,0.04264494489698123,-0.051794638800545245,55.8,-0.07147907025980704,-0.05702998432363571,491195.0,359711.0,78.64,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,4.4,2021,6,128,0.05236711,1,0.04485125858123573,0.20811537204918817,0.33173170848824207
80,-0.007446342531756467,0.04485125858123573,0.0045977011494253706,-0.031180400890868598,0.03170955882352944,0.04264494489698123,55.77,0.09418051893850721,0.11050815793790014,537456.0,399462.0,78.6,15.4,20.4,30.5,19.2,13.8,27.2,5.9,22.6,11.9,27.4,48.8,31.8,-4.0,38.4,9.0,4.4,2021,6,129,-0.0031290054,-1,0.007446342531756467,0.21556171458094464,0.3242853659564856
81,0.0026478375992939895,-0.007446342531756467,0.04485125858123573,0.0045977011494253706,-0.031180400890868598,0.03170955882352944,55.46,-0.08578562710249771,-0.12463763762260238,491350.0,349674.0,78.16,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,5.1,2021,7,130,-0.0021085877,-1,-0.0026478375992939895,0.21291387698165065,0.3269332035557796
82,0.026848591549295753,0.0026478375992939895,-0.007446342531756467,0.04485125858123573,0.0045977011494253706,-0.031180400890868598,56.05,0.05310267629998977,0.007243890023278743,517442.0,352207.0,78.99,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,5.1,2021,7,131,0.021245357,1,0.026848591549295753,0.2397624685309464,0.35378179510507535
83,0.002571795970852886,0.026848591549295753,0.0026478375992939895,-0.007446342531756467,0.04485125858123573,0.0045977011494253706,53.35,0.0859767858040128,-0.017711175530298995,561930.0,345969.0,75.19,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,5.1,2021,7,132,0.04326295,1,0.002571795970852886,0.2423342645017993,0.35635359107592823
84,-0.00042753313381782565,0.002571795970852886,0.026848591549295753,0.0026478375992939895,-0.007446342531756467,0.04485125858123573,48.38,-0.06264125424874989,-0.134295269229324,526730.0,299507.0,68.19,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,5.1,2021,7,133,-0.0012087382,-1,0.00042753313381782565,0.24276179763561712,0.3559260579421104
85,0.0055603079555175405,-0.00042753313381782565,0.002571795970852886,0.026848591549295753,0.0026478375992939895,-0.007446342531756467,50.78,-0.01847625918402218,-0.05188860360525793,516998.0,283966.0,71.56,12.6,19.2,28.2,19.7,13.9,24.3,10.5,20.1,0.6,22.0,45.6,29.5,-13.1,26.4,8.8,5.1,2021,7,134,0.017705388,1,0.0055603079555175405,0.24832210559113466,0.36148636589762795
86,0.04934070608251817,0.0055603079555175405,-0.00042753313381782565,0.002571795970852886,0.026848591549295753,0.0026478375992939895,54.67,0.027477862583607626,-0.06098265285280635,531204.0,266649.0,77.04,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,5.7,2021,8,135,0.008601272,1,0.04934070608251817,0.2976628116736528,0.4108270719801461
87,0.006080259424402046,0.04934070608251817,0.0055603079555175405,-0.00042753313381782565,0.002571795970852886,0.026848591549295753,54.73,-0.03423731749007919,0.1036268652798249,513017.0,294281.0,77.14,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,5.7,2021,8,136,0.013122366,1,0.006080259424402046,0.3037430710980549,0.41690733140454816
88,-0.0149073327961321,0.006080259424402046,0.04934070608251817,0.0055603079555175405,-0.00042753313381782565,0.002571795970852886,51.0,0.08850388973464818,0.2714106585202578,558421.0,374152.0,71.67,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,5.7,2021,8,137,0.010073557,1,-0.0149073327961321,0.2888357383019228,0.40199999860841606
89,0.03885480572597144,-0.0149073327961321,0.006080259424402046,0.04934070608251817,0.0055603079555175405,-0.00042753313381782565,55.28,0.09855288393523876,0.21378744467489152,613455.0,454141.0,77.67,10.3,17.3,25.5,12.7,7.6,21.5,5.3,17.8,-2.0,18.2,44.2,27.5,-15.8,18.9,9.0,5.7,2021,8,138,0.010872479,1,0.03885480572597144,0.3276905440278942,0.4408548043343875
90,0.08779527559055111,0.03885480572597144,-0.0149073327961321,0.006080259424402046,0.04934070608251817,0.0055603079555175405,55.21,-0.08538197585804985,-0.09584027867996947,561077.0,410616.0,77.58,8.9,15.7,23.5,11.8,6.7,19.4,8.7,16.5,-7.7,14.5,40.6,23.1,-19.1,13.5,9.5,6.2,2021,9,139,0.054899395,1,0.08779527559055111,0.41548581961844533,0.5286500799249386
